order obs chisq vsini limbdark rv
0 0 113340.92047069047 7.756873360984214 0.4130790425114639 8.744798744501892e-05
0 1 113340.92047069047 7.756873360984214 0.4130790425114639 8.744798744501892e-05
0 2 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 3 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 4 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 5 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 6 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 7 24873.040998653487 16.87206728199348 0.30654418431555075 7.718801511873044e-05
0 8 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 9 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 10 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 11 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 12 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 13 34334.781554409215 -28.424443983738534 0.5548884724078438 8.851289746432225e-05
0 14 104757.68655686243 14.154755935614459 0.1571349537716958 8.526214758972794e-05
0 15 104757.68655686243 14.154755935614459 0.1571349537716958 8.526214758972794e-05
0 16 104757.68655686243 14.154755935614459 0.1571349537716958 8.526214758972794e-05
0 17 104757.68655686243 14.154755935614459 0.1571349537716958 8.526214758972794e-05
0 18 104757.68655686243 14.154755935614459 0.1571349537716958 8.526214758972794e-05
0 19 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 20 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 21 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 22 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 23 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 24 28321.671259178922 35.85295709393695 -1.4598311803629551 0.00015442146796479172
0 25 28472.89280575762 39.878540652587596 -0.0977367178199734 0.00013661717062283206
0 26 28472.89280575762 39.878540652587596 -0.0977367178199734 0.00013661717062283206
0 27 28472.89280575762 39.878540652587596 -0.0977367178199734 0.00013661717062283206
0 28 28472.89280575762 39.878540652587596 -0.0977367178199734 0.00013661717062283206
0 29 28472.89280575762 39.878540652587596 -0.0977367178199734 0.00013661717062283206
0 30 129940.4966094024 10.015811092490805 0.3845235677593727 8.85128976098698e-05
0 31 129940.4966094024 10.015811092490805 0.3845235677593727 8.85128976098698e-05
0 32 129940.4966094024 10.015811092490805 0.3845235677593727 8.85128976098698e-05
0 33 129940.4966094024 10.015811092490805 0.3845235677593727 8.85128976098698e-05
0 34 43509.9999750163 8.46105369961831 1.1782728849728632 7.21438958187693e-05
0 35 43509.9999750163 8.46105369961831 1.1782728849728632 7.21438958187693e-05
