order obs chisq vsini limbdark rv
0 0 7716.740195628325 27.4931101663417 0.2215275291309494 9.411573411502016e-05
0 1 7716.740195628325 27.4931101663417 0.2215275291309494 9.411573411502016e-05
0 2 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 3 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 4 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 5 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 6 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 7 7570.613743583726 29.346347110464627 0.30210816189301426 8.612871184990068e-05
0 8 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 9 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 10 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 11 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 12 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 13 6936.880638733485 39.059095919978276 0.18900440269130786 0.00010186433781248668
0 14 7425.5625661507875 35.011483809954086 0.09450967769334444 7.301568980938193e-05
0 15 7425.5625661507875 35.011483809954086 0.09450967769334444 7.301568980938193e-05
0 16 7425.5625661507875 35.011483809954086 0.09450967769334444 7.301568980938193e-05
0 17 7425.5625661507875 35.011483809954086 0.09450967769334444 7.301568980938193e-05
0 18 7425.5625661507875 35.011483809954086 0.09450967769334444 7.301568980938193e-05
0 19 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 20 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 21 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 22 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 23 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 24 7422.691675174942 35.99757682737817 0.15930819912406877 0.0001345594615014048
0 25 6921.772131153354 39.767018003067044 -0.1310946239102696 4.357096874863351e-05
0 26 6921.772131153354 39.767018003067044 -0.1310946239102696 4.357096874863351e-05
0 27 6921.772131153354 39.767018003067044 -0.1310946239102696 4.357096874863351e-05
0 28 6921.772131153354 39.767018003067044 -0.1310946239102696 4.357096874863351e-05
