order obs chisq vsini limbdark rv
0 0 3.6276510276941814 33.12870224261761 0.25223713582750207 5.620717982439028e-05
0 1 3.0308138553636272 38.45591251790262 0.23210397700603363 0.00010901689645590395
0 2 3.4274651234989313 40.252367754576156 0.5323232458176267 5.5168609495377126e-05
0 3 4.090454090732956 37.26575190386339 0.2556902768442214 0.00016146898298775294
0 4 4.140629407759256 38.940340289834225 -0.07991126391004136 0.00013858079904156793
0 5 3.592837011550755 29.37223118512628 0.20495166290651712 0.00019019841933295902
0 6 3.7922536028549754 31.71141486977865 -0.036041151075711535 9.981015672327007e-05
0 7 5.189335157213181 30.117280033591868 0.45923471448899694 0.00011545419694523556
0 8 4.908910878307465 43.36872332105075 0.8969133454436942 2.1040439609519626e-05
0 9 3.777456307869678 36.02971721746127 -0.02963234459569089 9.721517556145299e-05
0 10 4.210759214365696 36.561514436727805 0.25899483482334884 6.705522664487483e-05
0 11 8.465536016332049 22.034384093109466 0.30681936922214653 8.922815315947637e-05
0 12 5.860806107035389 31.04151620401163 -0.10351870108594396 0.00013071298233674245
0 13 5.2755164249387425 27.06548282042762 0.41552638817993104 7.277727142886037e-05
0 14 5.517470939267815 29.784218120311884 0.32603081613995355 8.982419972018078e-05
0 15 67.87857926591566 21.59271761638241 0.3072074506508562 9.716383550623914e-05
0 16 62.59493953423374 27.891231990789834 0.3302865902981784 0.00010126783999205895
0 17 4.980456542557439 32.53913471599153 0.33287702348314885 8.767843229031502e-05
0 18 6.089785191159751 24.863454429709122 0.409236724679495 8.207559757851223e-05
0 19 72.85121931765534 21.234075265046414 0.3031156734392538 9.099091770922092e-05
0 20 68.56522409214583 21.239235316885015 0.30331784616379165 9.093398845545482e-05
0 21 5.398805133842018 37.28080526422639 0.22093042502851806 0.00012177228930879724
0 22 6.463326258066892 25.221052720712326 0.34032920072333966 0.00012058019434355052
0 23 140.08906006841454 26.661632961504978 0.18916344342000102 9.358154736438309e-05
0 24 66.72445734937699 21.23726533547387 0.3034017180000367 9.097256359180056e-05
0 25 4.422301424814227 28.057963996956822 0.23072878314874962 9.191389558665255e-05
0 26 5.3350367062648445 30.52326303348625 0.40747480109927164 9.959936147311161e-05
0 27 77.48211565037204 21.241132539289584 0.3034947224109973 9.08932584436106e-05
0 28 78.42749590667694 21.241461289098154 0.30352885128539153 9.089728372414476e-05
0 29 3.9441811161566367 33.05806509792632 0.14629328202614134 6.550550464421025e-05
0 30 5.244311060081615 32.96944677790945 0.38601134669282117 5.5625975535524205e-05
0 31 76.71395068635675 21.431201827112027 0.3042181852942425 9.14969547360322e-05
0 32 69.79041765769311 15.924135816005078 0.37815837578907546 9.518858290950682e-05
0 33 4.976108047405833 34.952144884643204 0.29352216290137545 0.00012336774012518758
0 34 5.53587820315774 27.18602101340872 0.3656358176393143 0.00010627519282348748
0 35 10.293360203674524 54.16989912569916 -0.026300155802074565 0.00012582540514000635
0 36 10.19424407040105 13.478916915316884 0.05952922245960716 7.00354570368109e-05
0 37 8.194022134467613 26.88453200331403 0.4068391321928767 7.468462167075248e-05
0 38 7.5674763861509895 21.360936247500007 0.36832793346429515 0.00010222196730700969
0 39 9.257356693358886 33.40849311087011 0.6504147611650417 0.0001124739742694323
0 40 8.917626810234095 37.96048709905742 0.5779355817652176 2.5808812129691422e-05
0 41 7.837171201681704 51.02381878858565 0.5108434835546185 1.6887328096428612e-07
0 42 6.450026090306745 44.7474582623196 0.3529209878330767 0.00015741587935877552
0 43 10.72190687988343 23.21338600244514 0.38231882941844053 9.769201690386016e-05
0 44 58.89046083561307 11.048143224016158 0.5897542690117344 8.634305412690262e-05
0 45 6.993265682475004 32.83016900519712 0.47222508704245736 0.00012344116308967654
0 46 9.602577444192061 17.69830556866212 0.46654006253108005 0.00013810418311998365
0 47 9.213219081357877 24.417776165803943 0.37076513658694144 0.00021499341135867078
0 48 9.266826106205809 23.60740206353417 0.7381966729438547 6.735323809307311e-06
0 49 9.274254293491303 32.04472432635151 0.2022928596924773 0.0001228451728844535
